Age,Country,EdLevel,YearsCodePro,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeWantToWorkWith
35-44 years old,United States of America,"Associate degree (A.A., A.S., etc.)",23,Bash/Shell (all shells);C#;F#;HTML/CSS;JavaScript;PowerShell;Rust;SQL;TypeScript,Bash/Shell (all shells);C#;Elixir;F#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;PostgreSQL;SQLite,Microsoft SQL Server;PostgreSQL,Microsoft Azure,Microsoft Azure,Next.js;Phoenix;React;Svelte
35-44 years old,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",13,Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;Zig,C#;Lua;Rust;Zig,MongoDB;MySQL;PostgreSQL,MongoDB,Digital Ocean;Microsoft Azure,Digital Ocean,Express;Node.js;Svelte
18-24 years old,Morocco,Some college/university study without earning a degree,4,Dart;HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL;TypeScript,Dart;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;SQL;TypeScript,Firebase Realtime Database;H2;MongoDB;MySQL;PostgreSQL;Redis,Firebase Realtime Database;H2;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase,Amazon Web Services (AWS);Cloudflare;Firebase;Heroku,"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Linode, now Akamai;Netlify;Supabase",Htmx;jQuery;Laravel;Node.js;Solid.js;Spring Boot;Vue.js
25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,HTML/CSS;JavaScript;PHP;TypeScript,Go;HTML/CSS;JavaScript;PHP;Python;Rust;TypeScript,MariaDB,MariaDB,Amazon Web Services (AWS),Amazon Web Services (AWS),Laravel;Next.js;React
35-44 years old,Japan,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",15,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;VBA,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript;VBA,MariaDB;MySQL;SQLite,MariaDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS);Google Cloud,Angular;AngularJS;jQuery;Laravel;Node.js;React;Symfony;Vue.js;WordPress
35-44 years old,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",20,Go;JavaScript;Python,Go;JavaScript;Python;Rust;Swift;TypeScript,MySQL;PostgreSQL,MySQL;PostgreSQL,Hetzner,Hetzner,Node.js;React;Vue.js
35-44 years old,Turkey,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",16,HTML/CSS;JavaScript;Python;Scala;TypeScript,Python;TypeScript,Dynamodb;PostgreSQL,Dynamodb;PostgreSQL,Amazon Web Services (AWS);Google Cloud;Netlify;Vercel,Amazon Web Services (AWS);Cloudflare;Netlify;Vercel,Next.js;Node.js;React;Remix
18-24 years old,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",3,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;MATLAB;PowerShell;SQL;TypeScript,HTML/CSS;JavaScript;SQL;TypeScript,Dynamodb;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Elasticsearch;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Heroku;Netlify,Amazon Web Services (AWS);Cloudflare;Heroku;Netlify,Angular;AngularJS;Express;NestJS;Node.js;React
25-34 years old,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,C#;JavaScript;PowerShell;SQL,C#;JavaScript;PowerShell;SQL,Microsoft SQL Server,Microsoft SQL Server,Amazon Web Services (AWS);Firebase;Microsoft Azure,Firebase;Microsoft Azure,ASP.NET CORE;Node.js;React
45-54 years old,Belgium,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",15,Assembly;HTML/CSS;JavaScript,Assembly;HTML/CSS;JavaScript,Microsoft SQL Server;Oracle,Microsoft SQL Server;Oracle,Microsoft Azure,Microsoft Azure,Node.js
25-34 years old,Peru,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,HTML/CSS;JavaScript;Kotlin;Ruby;TypeScript,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,PostgreSQL,PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Vercel,Cloudflare,Node.js;React;Remix;Ruby on Rails
25-34 years old,Belgium,Some college/university study without earning a degree,3,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript,MongoDB;PostgreSQL,Firebase Realtime Database;MongoDB;PostgreSQL;Supabase,Amazon Web Services (AWS),Amazon Web Services (AWS);Firebase;Google Cloud;Vercel,Angular;AngularJS;Next.js;Node.js;React;Solid.js;Spring Boot;Svelte;Vue.js
35-44 years old,Portugal,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",14,Bash/Shell (all shells);JavaScript;PHP,JavaScript;PHP,Dynamodb;MariaDB;MongoDB;PostgreSQL;Redis,MariaDB;Redis,Amazon Web Services (AWS);Cloudflare;Microsoft Azure,Amazon Web Services (AWS),AngularJS;Laravel;Nuxt.js;Symfony;Vue.js
35-44 years old,Latvia,Primary/elementary school,,HTML/CSS;JavaScript;MicroPython;PHP;Python;SQL,Go;HTML/CSS;JavaScript;MicroPython;PHP;Python;SQL;TypeScript,Redis;SQLite,Redis;SQLite,"Amazon Web Services (AWS);Digital Ocean;Fly.io;Linode, now Akamai;Vultr",Amazon Web Services (AWS),Astro;Htmx;Laravel;React
18-24 years old,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,HTML/CSS;JavaScript;Rust;TypeScript,C++;HTML/CSS;JavaScript;Rust;TypeScript;Visual Basic (.Net),MongoDB;PostgreSQL;SQLite,PostgreSQL,Cloudflare;Netlify,Digital Ocean;Netlify;OVH,Astro;Node.js;Remix;Solid.js;Svelte;Vue.js
18-24 years old,India,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",3,C;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,HTML/CSS;JavaScript;TypeScript,Firebase Realtime Database;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,MongoDB;MySQL,Firebase;Google Cloud;Vercel,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Next.js;Node.js;Nuxt.js;React;Strapi;Vue.js
25-34 years old,Czech Republic,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",4,Bash/Shell (all shells);GDScript;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);GDScript;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Dynamodb;PostgreSQL;SQLite,Dynamodb;PostgreSQL;SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Next.js;React;Vue.js
35-44 years old,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",8,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL;TypeScript,DuckDB,DuckDB;PostgreSQL,Digital Ocean;Microsoft Azure,Digital Ocean,React
45-54 years old,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",8,Java,Java;JavaScript;Scala;TypeScript,Dynamodb;Elasticsearch;MongoDB;PostgreSQL;SQLite,Elasticsearch;MongoDB,Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS),Spring Boot
18-24 years old,Kazakhstan,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",6,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;TypeScript,Bash/Shell (all shells);Go;JavaScript;TypeScript,Clickhouse;MongoDB;PostgreSQL;Redis,Clickhouse;PostgreSQL;Redis,Amazon Web Services (AWS);Heroku;Netlify;Vercel,Amazon Web Services (AWS);Vercel,NestJS;Next.js;Node.js;React
18-24 years old,France,Some college/university study without earning a degree,1,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;Python;Rust;TypeScript;Zig,Assembly;Bash/Shell (all shells);C;C++;GDScript;Go;Rust;Zig,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,MariaDB;MongoDB;PostgreSQL;SQLite,Cloudflare;Digital Ocean;Heroku;Hetzner;Vultr,Cloudflare;Hetzner,Htmx
18-24 years old,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;TypeScript,Cloud Firestore;Dynamodb;Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;SQLite;Supabase,MongoDB;MySQL,Amazon Web Services (AWS);Digital Ocean;Firebase;Heroku;Microsoft Azure;Netlify;Render;Supabase;Vercel,Amazon Web Services (AWS);Digital Ocean;Firebase;Netlify,Express;Node.js;React
25-34 years old,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",15,C;Go;HTML/CSS;JavaScript;Rust;Solidity,Go,InfluxDB;PostgreSQL,PostgreSQL,Amazon Web Services (AWS);Digital Ocean,Amazon Web Services (AWS);Digital Ocean,React
25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;Scala;SQL;Swift;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Ruby;Scala;SQL;TypeScript,H2;PostgreSQL;Snowflake,PostgreSQL;Snowflake,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Microsoft Azure,Angular;Play Framework
25-34 years old,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,C#;Dart;HTML/CSS;Java;JavaScript;TypeScript,Dart;Java;JavaScript;TypeScript,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Cosmos DB;Microsoft SQL Server;MongoDB;MySQL,Microsoft Azure,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Angular;ASP.NET CORE;Express;Node.js;React;Spring Boot;Vue.js
18-24 years old,United States of America,Some college/university study without earning a degree,1,Assembly;Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;MicroPython;PowerShell;Python;SQL;Swift;VBA,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;MicroPython;Python;TypeScript,Microsoft Access;Microsoft SQL Server;MySQL,MongoDB;MySQL;Redis,Microsoft Azure;Netlify,Amazon Web Services (AWS);Firebase;Google Cloud;Netlify;PythonAnywhere,Flask;Next.js;Node.js;React;Vue.js
25-34 years old,Madagascar,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",7,C#;HTML/CSS;JavaScript;PHP;SQL,Dart;HTML/CSS;JavaScript;PHP;SQL,MariaDB;Microsoft SQL Server;MySQL;SQLite,Firebase Realtime Database;MariaDB;MongoDB;PostgreSQL;SQLite,Google Cloud;Managed Hosting;OVH,Firebase;Google Cloud;Managed Hosting,jQuery;WordPress
35-44 years old,Spain,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",8,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Microsoft SQL Server;MySQL,Microsoft SQL Server;MySQL,Firebase;Microsoft Azure,Firebase;Microsoft Azure,Laravel;Node.js;React;Vue.js;WordPress
25-34 years old,Nepal,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",5,HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,MySQL;SQLite,Dynamodb;Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS);Google Cloud,Express;Fastify;Laravel;NestJS;Next.js;Node.js;React
25-34 years old,Lithuania,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",10,C#;Python;SQL,C#;Python;SQL,Microsoft SQL Server;PostgreSQL,Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Cloudflare;Microsoft Azure,Amazon Web Services (AWS);Cloudflare;Microsoft Azure,ASP.NET;ASP.NET CORE
35-44 years old,Switzerland,Primary/elementary school,20,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Elixir;HTML/CSS;Python;SQL;TypeScript,Cassandra;Elasticsearch;MySQL;PostgreSQL;Redis;Snowflake;SQLite,Cassandra;PostgreSQL;SQLite,"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Fly.io;Hetzner;Linode, now Akamai;VMware",Cloudflare;Fly.io;Hetzner,Django;Fastify;Node.js;Phoenix
55-64 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",32,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;Ruby;SQL,PostgreSQL;Redis,PostgreSQL;Redis,Amazon Web Services (AWS);Heroku,Fly.io;Heroku,Ruby on Rails
45-54 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",22,C#;SQL,C#;SQL,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET
25-34 years old,Turkey,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",2,Assembly;Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;R;SQL,Assembly;Bash/Shell (all shells);C;C++;Dart;F#;Fortran;Lisp;Prolog;Python;R;Ruby;Rust;Scala,MySQL;Oracle;Redis;SQLite,SQLite,Amazon Web Services (AWS);Cloudflare;Heroku;Netlify,Cloudflare;OpenShift;OpenStack;PythonAnywhere,Django;FastAPI;Flask;Laravel;Ruby on Rails
25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,Bash/Shell (all shells);Python,Bash/Shell (all shells);Python;Rust;Solidity;SQL,Redis,MySQL;Redis,Google Cloud;Hetzner;PythonAnywhere,Google Cloud;PythonAnywhere,Flask;WordPress
35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",15,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;PostgreSQL;SQLite,Elasticsearch;Microsoft SQL Server,Amazon Web Services (AWS);Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET CORE;Vue.js
25-34 years old,Malaysia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,C#;Dart;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,C#;Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle;SQLite,Firebase Realtime Database;Microsoft SQL Server;MySQL;Oracle;SQLite,Google Cloud,Amazon Web Services (AWS);Firebase;Google Cloud,Angular;ASP.NET;ASP.NET CORE;React;WordPress
35-44 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",13,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis,Elasticsearch;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS),Astro;Laravel;Vue.js
25-34 years old,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8,Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;TypeScript,Cassandra;Cloud Firestore;Cosmos DB;Elasticsearch;Firebase Realtime Database;Microsoft SQL Server;PostgreSQL;Redis,Microsoft SQL Server,Amazon Web Services (AWS);Cloudflare;Firebase;Microsoft Azure,Microsoft Azure,ASP.NET CORE;Nuxt.js;Vue.js
25-34 years old,Norway,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",4,Bash/Shell (all shells);C#;Go;Java;JavaScript;PowerShell;Python;TypeScript,C#;PowerShell;Python;TypeScript,Cosmos DB;Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET CORE
25-34 years old,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",3,Java;Python;SQL;TypeScript,Go;Java;Python;TypeScript,MongoDB;MySQL;PostgreSQL;Redis;SQLite,PostgreSQL;Redis;SQLite,Google Cloud;Microsoft Azure,Google Cloud,NestJS;Node.js;Spring Boot
25-34 years old,Austria,Some college/university study without earning a degree,13,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Rust;SQL;TypeScript;Visual Basic (.Net),Bash/Shell (all shells);C#;HTML/CSS;PowerShell;Rust;SQL;TypeScript,Cassandra;Dynamodb;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,Dynamodb;MariaDB;Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Digital Ocean;Hetzner;Microsoft Azure;OVH,Hetzner,Angular;ASP.NET CORE
25-34 years old,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",11,Bash/Shell (all shells);Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Kotlin;Python;Rust;Solidity;SQL;TypeScript,BigQuery;MariaDB;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite,Elasticsearch;MariaDB;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Google Cloud;OVH,Cloudflare,Express;jQuery;NestJS;Next.js;Node.js;React;Vue.js
35-44 years old,Russian Federation,Some college/university study without earning a degree,19,PHP;Python;SQL,PHP;Python;R;SQL,Clickhouse;MariaDB;MongoDB;MySQL;Redis,Clickhouse;InfluxDB;MariaDB;MongoDB;PostgreSQL;Redis,Cloudflare;Hetzner,Cloudflare;Hetzner,Symfony
45-54 years old,Netherlands,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",,C;C#;C++;Dart;Delphi;JavaScript;Nim;PowerShell;Python;Rust;SQL;TypeScript;Zig,C#;Nim;PowerShell;Python;SQL;TypeScript,Elasticsearch;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;Solr;SQLite,Elasticsearch;Microsoft SQL Server;MongoDB;Solr;SQLite,Amazon Web Services (AWS);Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure (OCI);VMware,Amazon Web Services (AWS);Microsoft Azure;VMware,ASP.NET;ASP.NET CORE;Blazor;Drupal;Express;FastAPI;WordPress
Under 18 years old,Switzerland,Primary/elementary school,3,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Ruby;SQL,HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;Supabase,MongoDB;MySQL;PostgreSQL;Redis;Supabase,Firebase;Microsoft Azure;Supabase;Vercel,Microsoft Azure;Supabase;Vercel,Angular;AngularJS;Express;Next.js;Node.js;React;WordPress
25-34 years old,Russian Federation,Some college/university study without earning a degree,8,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);C#;F#;Go;JavaScript;Kotlin;Rust;TypeScript,Cosmos DB;MariaDB;MongoDB;MySQL,MongoDB;PostgreSQL,Microsoft Azure,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,ASP.NET CORE;Deno;React
35-44 years old,Belgium,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",13,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Zig,Bash/Shell (all shells);HTML/CSS;SQL;TypeScript,Elasticsearch;PostgreSQL;Redis;SQLite,Elasticsearch;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Digital Ocean;Fly.io;Google Cloud;Microsoft Azure;OpenShift,Amazon Web Services (AWS);Digital Ocean;Microsoft Azure;OpenShift;Vercel,Angular;NestJS;Node.js;React
35-44 years old,Estonia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",21,C#;HTML/CSS;SQL,C#;SQL,Cosmos DB;Microsoft SQL Server,Cosmos DB;Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET CORE;Blazor
35-44 years old,Russian Federation,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",14,HTML/CSS;JavaScript;Python;TypeScript,HTML/CSS;JavaScript;Python;TypeScript,PostgreSQL,PostgreSQL,Firebase,Firebase,Deno;Express;Gatsby;NestJS;Next.js;React;Svelte
18-24 years old,Germany,Some college/university study without earning a degree,6,C#;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Dart;JavaScript;Python;TypeScript,Cloud Firestore;Firebase Realtime Database;MongoDB;MySQL;SQLite,MongoDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Cloudflare;Firebase;Managed Hosting;Microsoft Azure,Managed Hosting;Microsoft Azure,Express;Node.js;Svelte
25-34 years old,Sweden,Something else,12,C#;Go;Java;JavaScript;Kotlin;Python;Scala;SQL;Swift;TypeScript,C++;Go;Kotlin;Swift,Cloud Firestore;Neo4J;PostgreSQL;Redis;SQLite,PostgreSQL;Redis,Cloudflare;Digital Ocean;Google Cloud;Heroku;Hetzner,Cloudflare;Digital Ocean,Spring Boot;Vue.js
35-44 years old,Germany,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",14,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Elasticsearch;PostgreSQL,Elasticsearch;PostgreSQL,Google Cloud;Heroku;Microsoft Azure,Google Cloud;Heroku;Microsoft Azure,Astro;Deno;NestJS;Next.js;React
35-44 years old,Chile,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",15,C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Microsoft SQL Server;Oracle;PostgreSQL;SQLite,Amazon Web Services (AWS);Digital Ocean;OpenStack;OVH;VMware,Amazon Web Services (AWS);Digital Ocean;OpenStack;OVH;VMware,Angular;ASP.NET CORE;Node.js;React;Spring Boot
18-24 years old,Angola,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,MariaDB;MongoDB;MySQL,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS);Firebase;Heroku,Angular;AngularJS;jQuery;Spring Boot
25-34 years old,Fiji,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",5,JavaScript,JavaScript,PostgreSQL,PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),Fastify;Laravel;Next.js
25-34 years old,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",10,Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Java;Kotlin;SQL,BigQuery;Cloud Firestore;MySQL;PostgreSQL;Redis;Snowflake,BigQuery;Elasticsearch;Neo4J;PostgreSQL;Redis,Google Cloud,Google Cloud,Spring Boot
Under 18 years old,Austria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Lua;PHP;Python;TypeScript,C;C#;C++;HTML/CSS;JavaScript;TypeScript,InfluxDB;MariaDB;Redis;SQLite,InfluxDB;MariaDB;Redis;SQLite,Cloudflare;Digital Ocean;Heroku;Hetzner,Cloudflare;Digital Ocean;Hetzner,Express;FastAPI;Fastify;Node.js;React;Remix
25-34 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",6,Kotlin;Python;SQL;TypeScript,Kotlin;Python;SQL;TypeScript,BigQuery;Cloud Firestore;Elasticsearch;MongoDB;Neo4J;SQLite,BigQuery;Elasticsearch;MongoDB,Google Cloud;Vercel,Google Cloud;Vercel,Next.js;Spring Boot
45-54 years old,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",24,C#;HTML/CSS;JavaScript;PHP;PowerShell;R;SQL;VBA,HTML/CSS;JavaScript;Objective-C;PHP;PowerShell;R;SQL;VBA,MariaDB;Microsoft SQL Server;MySQL;Oracle,MariaDB;Microsoft SQL Server;MySQL;Oracle;Snowflake;SQLite,Amazon Web Services (AWS);Cloudflare;Google Cloud;Managed Hosting,Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Managed Hosting,AngularJS;ASP.NET;jQuery;React;Svelte;Vue.js
55-64 years old,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35,Python;R;SQL,Python;SQL,PostgreSQL;Redis,PostgreSQL;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS),Django
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",6,HTML/CSS;JavaScript;PHP,Go;HTML/CSS;JavaScript;PHP;Rust,MySQL;SQLite,MySQL;SQLite,Managed Hosting;Vercel,Managed Hosting,Htmx;Laravel;Vue.js
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",17,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,Dynamodb;MongoDB;PostgreSQL,PostgreSQL,Amazon Web Services (AWS);Heroku;Netlify,Amazon Web Services (AWS);Heroku;Netlify,Express;Htmx;Node.js;React;Remix
